,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Is_test,SalePrice
1689,60,RL,80.0,10400,0,None,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,3,3,CBlock,3,3,1,3,247.0,1,0.0,485.0,732.0,GasA,4,1,4,1012,778,0,1790,1.0,0.0,1,2,4,1,3,8,5,1,3,Attchd,1972.0,2,2.0,484.0,3,3,2,148,0,0,0,147,0,0,0,None,0,11,2006,WD ,0,165150.0
1690,80,RL,0.0,10970,0,None,2,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,4,6,505.0,2,435.0,0.0,940.0,GasA,3,1,4,1026,0,0,1026,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1981.0,1,2.0,576.0,3,2,2,0,0,34,0,0,0,0,3,None,0,10,2008,WD ,0,147000.0
1691,20,RL,73.0,11883,0,None,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,4,6,690.0,1,0.0,814.0,1504.0,GasA,5,1,4,1504,0,0,1504,1.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,1996.0,3,2.0,478.0,3,3,2,115,66,0,0,0,0,0,0,None,0,6,2009,WD ,0,203000.0
1692,20,RL,70.0,10552,0,None,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,1018.0,1,0.0,380.0,1398.0,GasA,4,1,4,1700,0,0,1700,0.0,1.0,1,1,4,1,4,6,7,1,4,Attchd,1959.0,2,2.0,447.0,3,3,2,0,38,0,0,0,0,0,0,None,0,4,2010,WD ,0,165500.0
1693,30,RL,45.0,8248,0,Grvl,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,4,41.0,1,0.0,823.0,864.0,GasA,3,0,2,864,0,0,864,1.0,0.0,1,0,2,1,3,5,7,0,0,None,1978.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,None,0,9,2008,WD ,0,67000.0
1694,60,RL,80.0,9760,0,None,3,Lvl,3,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,3,3,CBlock,3,3,4,4,536.0,3,117.0,169.0,822.0,GasA,4,1,4,1020,831,0,1851,0.0,0.0,2,1,3,1,4,7,7,1,2,Attchd,1964.0,2,2.0,440.0,3,3,2,239,42,0,0,0,0,0,1,None,0,7,2007,WD ,0,187000.0
1695,160,FV,34.0,2998,0,None,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,507.0,1,0.0,249.0,756.0,GasA,5,1,4,756,756,0,1512,1.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,8,2009,WD ,0,180000.0
1696,50,RL,51.0,6821,0,None,3,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,113.0,1,0.0,538.0,651.0,GasA,4,1,4,759,539,0,1298,0.0,0.0,2,0,2,1,3,8,7,1,4,Detchd,1994.0,1,1.0,240.0,3,3,1,216,0,168,0,0,0,0,0,None,0,8,2007,WD ,0,146500.0
1697,20,RL,0.0,11354,0,None,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,4,6,1412.0,1,0.0,261.0,1673.0,GasA,5,1,4,1673,0,0,1673,1.0,0.0,2,0,3,1,4,7,7,1,3,Attchd,2000.0,2,2.0,583.0,3,3,2,306,113,0,0,116,0,0,0,None,0,1,2007,WD ,0,270000.0
1698,85,RL,73.0,9069,0,None,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,747.0,1,0.0,189.0,936.0,GasA,5,1,4,996,0,0,996,1.0,0.0,1,0,2,1,4,5,7,0,0,Attchd,1992.0,1,2.0,564.0,3,3,2,120,0,0,0,0,0,0,0,None,0,4,2010,WD ,0,147000.0
1699,50,RL,60.0,8064,0,None,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,5,481.0,3,174.0,161.0,816.0,GasA,3,1,4,816,408,0,1224,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1950.0,1,1.0,280.0,3,3,2,414,0,0,0,0,0,0,2,None,0,5,2010,WD ,0,132000.0
1700,50,RL,90.0,5400,0,None,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,2,3,PConc,3,3,1,5,315.0,3,105.0,420.0,840.0,GasA,5,1,4,840,534,0,1374,0.0,0.0,1,0,2,1,3,6,7,0,0,Detchd,1967.0,3,1.0,338.0,3,3,2,0,0,198,0,0,0,0,0,None,0,10,2009,WD ,0,105000.0
1701,190,RL,55.0,5687,0,Grvl,3,Bnk,3,Inside,2,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,3,210.0,1,0.0,570.0,780.0,GasA,5,0,4,936,780,0,1716,1.0,0.0,2,0,6,1,2,9,7,0,0,None,1978.0,0,0.0,0.0,0,0,0,0,184,0,0,0,0,0,0,None,0,3,2008,WD ,0,135900.0
1702,60,RL,47.0,53504,0,None,1,HLS,3,CulDSac,1,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,5,3,PConc,4,3,4,5,1416.0,1,0.0,234.0,1650.0,GasA,5,1,4,1690,1589,0,3279,1.0,0.0,3,1,4,1,5,12,4,1,4,BuiltIn,2003.0,3,3.0,841.0,3,3,2,503,36,0,0,210,0,0,0,None,0,6,2010,WD ,0,538000.0
1703,20,RL,63.0,7500,0,None,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1143.0,1143.0,GasA,5,1,4,1143,0,0,1143,0.0,0.0,1,1,3,1,4,5,7,0,0,None,1978.0,0,0.0,0.0,0,0,2,0,55,0,0,0,0,0,0,None,0,10,2007,WD ,0,147000.0
1704,20,RL,108.0,13173,0,None,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1572.0,1,0.0,80.0,1652.0,GasA,5,1,4,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,7,2,5,Attchd,2006.0,3,2.0,840.0,3,3,2,404,102,0,0,0,0,0,0,None,0,11,2009,WD ,0,325000.0
1705,20,RL,82.0,9488,0,None,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,1046.0,1046.0,GasA,4,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1947.0,1,1.0,240.0,3,3,2,0,60,122,0,0,0,0,0,None,0,9,2008,WD ,0,124000.0
1706,20,RL,0.0,13526,0,None,2,Lvl,3,CulDSac,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,4,560.0,2,375.0,0.0,935.0,GasA,3,1,4,935,0,0,935,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1965.0,1,1.0,288.0,3,3,2,180,0,0,0,0,0,0,3,None,0,11,2006,WD ,0,137000.0
1707,50,RL,60.0,10410,0,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1313.0,1313.0,GasA,3,1,4,1313,0,1064,2377,0.0,0.0,2,0,3,1,4,8,5,1,3,Detchd,1954.0,1,2.0,528.0,3,3,2,0,0,432,0,0,0,0,0,None,0,6,2009,WD ,0,142900.0
1708,20,RM,100.0,12000,0,None,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,144.0,5,608.0,172.0,924.0,GasA,5,1,4,1122,0,0,1122,1.0,0.0,1,0,2,1,4,6,7,0,0,Attchd,1948.0,1,2.0,528.0,3,3,2,0,36,0,0,0,0,0,2,None,0,5,2008,WD ,0,147000.0
1709,20,RL,0.0,7830,0,None,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1180.0,1180.0,GasA,3,1,4,1180,0,0,1180,0.0,0.0,1,1,2,1,3,6,7,0,0,Attchd,1970.0,2,2.0,477.0,3,3,2,0,45,0,0,0,0,0,0,None,0,3,2009,COD,0,128000.0
1710,75,RM,65.0,8850,0,None,2,Bnk,3,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,815.0,815.0,GasA,5,1,4,815,875,0,1690,0.0,0.0,1,0,3,1,3,7,7,1,4,Detchd,1916.0,1,1.0,225.0,3,3,2,0,0,330,0,0,0,0,0,None,0,7,2006,ConLw,0,144000.0
1711,120,RL,41.0,7132,0,None,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1346.0,1370.0,GasA,5,1,4,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2006.0,2,2.0,484.0,3,3,2,120,49,0,0,0,0,0,0,None,0,4,2010,WD ,0,205000.0
1712,20,RL,75.0,9937,0,None,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,4,637.0,1,0.0,849.0,1486.0,GasA,5,1,4,1486,0,0,1486,1.0,0.0,1,0,3,1,3,7,7,0,0,Detchd,1968.0,3,2.0,480.0,3,3,2,0,0,0,0,0,0,0,3,None,0,3,2009,WD ,0,167000.0
1713,50,RM,52.0,5720,0,None,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,5,1,4,676,455,0,1131,0.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,1941.0,1,1.0,200.0,3,3,2,26,0,0,0,0,0,0,0,None,0,8,2009,WD ,0,66500.0
1714,60,RL,0.0,12585,0,None,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,4,3,PConc,4,3,1,2,247.0,6,1039.0,0.0,1286.0,GasA,5,1,4,1565,1234,0,2799,1.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1993.0,3,3.0,704.0,3,3,2,432,136,0,0,0,0,0,0,None,0,10,2006,WD ,0,315000.0
1715,60,RL,85.0,11103,0,None,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,2006.0,3,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2007,New,0,155835.0
1716,120,RL,57.0,8013,0,None,2,Lvl,3,Corner,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,741.0,1,0.0,846.0,1587.0,GasA,5,1,4,1734,0,0,1734,1.0,0.0,2,0,2,1,4,6,7,0,0,Attchd,1995.0,2,2.0,528.0,3,3,2,52,50,0,0,0,0,0,0,None,0,9,2009,WD ,0,239500.0
1717,20,RL,77.0,10872,0,None,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,4,3,PConc,5,4,3,6,1037.0,1,0.0,467.0,1504.0,GasA,5,1,4,1531,0,0,1531,1.0,0.0,2,0,2,1,5,6,7,1,4,Attchd,2006.0,3,3.0,700.0,3,3,2,184,52,0,0,0,0,0,0,None,0,2,2009,WD ,0,300000.0
1718,20,RL,80.0,11305,0,None,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,4,3,PConc,4,3,3,6,1329.0,1,0.0,593.0,1922.0,GasA,5,1,4,1922,0,0,1922,1.0,0.0,2,0,2,1,4,6,7,1,5,Attchd,2002.0,3,3.0,692.0,3,3,2,201,64,0,0,0,0,0,0,None,0,4,2007,WD ,0,282000.0
1719,20,RL,70.0,9100,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1144.0,1144.0,GasA,3,1,4,1144,0,0,1144,0.0,0.0,1,0,3,1,3,6,7,1,4,Attchd,1960.0,2,1.0,336.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2007,WD ,0,120000.0
1720,20,RL,73.0,39104,0,None,2,Low,3,CulDSac,0,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,2,226.0,6,1063.0,96.0,1385.0,GasA,5,1,4,1363,0,0,1363,1.0,0.0,1,0,2,1,3,5,4,2,3,Attchd,1954.0,1,2.0,439.0,3,3,2,81,0,0,0,0,0,0,0,None,0,4,2008,WD ,0,241500.0
1721,120,RL,58.0,10110,0,None,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,5,3,PConc,4,3,1,6,372.0,1,0.0,1486.0,1858.0,GasA,5,1,4,1866,0,0,1866,1.0,0.0,2,0,2,1,5,7,7,1,4,Attchd,2008.0,3,3.0,870.0,3,3,2,0,48,0,0,0,0,0,0,None,0,11,2008,New,0,336860.0
1722,30,RM,60.0,9786,0,None,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,1007.0,1007.0,GasA,2,0,4,1077,0,0,1077,0.0,0.0,1,0,3,1,3,6,7,1,4,Detchd,1922.0,1,1.0,210.0,3,2,1,0,100,48,0,0,0,0,0,None,0,5,2006,WD ,0,91000.0
1723,120,FV,30.0,5330,0,Pave,1,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1550.0,1550.0,GasA,5,1,4,1550,0,0,1550,0.0,0.0,2,1,2,1,4,5,7,0,0,Attchd,2007.0,3,2.0,528.0,3,3,2,0,102,0,0,0,0,0,0,None,0,7,2007,New,0,207500.0
1724,120,RM,44.0,3811,0,None,2,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4,3,PConc,5,3,4,6,1474.0,1,0.0,120.0,1594.0,GasA,5,1,4,1646,0,0,1646,1.0,1.0,2,0,2,1,5,5,7,1,4,Attchd,2004.0,3,2.0,482.0,3,3,2,128,53,0,0,155,0,0,0,None,0,7,2008,WD ,0,250000.0
1725,120,RL,43.0,3010,0,None,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1232.0,1248.0,GasA,5,1,4,1248,0,0,1248,0.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2005.0,3,2.0,438.0,3,3,2,108,0,0,0,0,0,0,0,None,0,3,2006,New,0,167240.0
1726,120,FV,37.0,3435,0,Pave,2,Lvl,3,Corner,2,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1211.0,1235.0,GasA,5,1,4,1245,0,0,1245,0.0,0.0,2,0,1,1,4,5,7,0,0,Attchd,2004.0,2,2.0,495.0,3,3,2,0,100,0,0,0,0,0,0,None,0,6,2008,WD ,0,178000.0
1727,20,RL,80.0,10800,0,None,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,4,617.0,3,264.0,171.0,1052.0,GasA,3,1,4,1052,0,0,1052,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1963.0,3,1.0,311.0,3,3,2,0,133,0,0,0,0,0,0,None,0,2,2007,COD,0,127000.0
1728,20,RL,0.0,10456,0,None,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,CBlock,3,3,1,6,506.0,1,0.0,1323.0,1829.0,GasA,4,1,4,1829,0,0,1829,1.0,0.0,2,0,4,1,3,8,7,0,0,Attchd,1967.0,2,2.0,535.0,3,3,2,0,76,0,0,0,0,0,0,None,0,5,2010,WD ,0,218500.0
1729,20,RL,0.0,8475,0,None,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228.0,1,0.0,724.0,952.0,GasA,5,1,3,952,0,0,952,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1956.0,1,1.0,283.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2008,WD ,0,135750.0
1730,20,RL,70.0,8197,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,1,6,1188.0,1,0.0,292.0,1480.0,GasA,5,1,4,1480,0,0,1480,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2003.0,2,2.0,620.0,3,3,2,252,73,0,0,0,0,0,3,Shed,300,2,2010,WD ,0,214000.0
1731,20,RL,88.0,10994,0,None,2,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,4,3,PConc,4,4,1,6,976.0,1,0.0,868.0,1844.0,GasA,5,1,4,1844,0,0,1844,1.0,0.0,2,0,2,1,4,7,7,1,4,Attchd,2005.0,3,2.0,620.0,3,3,2,165,44,0,0,0,0,0,0,None,0,9,2009,COD,0,257000.0
1732,50,RM,50.0,6000,0,None,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,3,201.0,2,162.0,462.0,825.0,GasA,5,1,4,825,672,0,1497,0.0,0.0,2,0,3,1,3,5,7,0,0,Detchd,2004.0,1,1.0,672.0,3,3,2,272,0,0,0,0,0,0,4,None,0,5,2008,WD ,0,157000.0
1733,30,RM,50.0,7288,0,None,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,3,305.0,1,0.0,671.0,976.0,GasA,3,0,4,976,0,0,976,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1942.0,1,1.0,215.0,3,3,0,160,0,0,0,0,0,0,0,None,0,8,2006,WD ,0,102000.0
1734,30,RL,80.0,13360,0,Grvl,2,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,5,713.0,1,0.0,163.0,876.0,GasA,5,1,4,964,0,0,964,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1921.0,1,2.0,432.0,3,3,2,0,0,44,0,0,0,0,0,None,0,8,2009,WD ,0,163500.0
1735,20,RL,78.0,10335,0,None,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,4,6,679.0,1,0.0,811.0,1490.0,GasA,5,1,4,1501,0,0,1501,1.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1999.0,2,2.0,577.0,3,3,2,144,29,0,0,0,0,0,0,None,0,6,2009,WD ,0,204000.0
1736,20,RL,70.0,11767,0,None,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,3,3,CBlock,3,3,1,3,546.0,1,0.0,604.0,1150.0,GasA,5,1,4,1560,0,0,1560,0.0,0.0,1,0,2,1,3,7,6,1,3,Attchd,1956.0,1,1.0,313.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD ,0,103500.0
1737,190,RH,60.0,10896,0,Pave,3,Bnk,3,Inside,2,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,2,1,2,256.0,1,0.0,1184.0,1440.0,GasA,5,1,3,1440,1440,515,3395,0.0,0.0,2,0,8,2,2,14,7,0,0,None,1978.0,0,0.0,0.0,0,0,0,0,110,0,0,0,0,0,0,None,0,3,2007,WD ,0,200000.0
1738,20,RL,60.0,5400,0,None,3,HLS,3,Inside,2,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,453.0,1,0.0,411.0,864.0,GasA,3,1,4,864,0,0,864,0.0,1.0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,1,1.0,399.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2007,WD ,0,118000.0
1739,20,RL,70.0,9100,0,None,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,4,3,PConc,4,3,3,6,1400.0,1,0.0,125.0,1525.0,GasA,5,1,4,1525,0,0,1525,1.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2000.0,2,2.0,541.0,3,3,2,219,36,0,0,0,0,0,0,None,0,9,2006,WD ,0,235000.0
1740,90,RL,70.0,7728,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,5,803.0,1,0.0,303.0,1106.0,GasA,3,1,4,1190,0,0,1190,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1962.0,1,2.0,540.0,3,3,2,0,18,0,0,0,0,0,2,None,0,5,2006,WD ,0,132500.0
1741,60,RL,75.0,8778,0,None,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1302.0,1302.0,GasA,5,1,4,1302,528,0,1830,0.0,0.0,2,1,3,1,4,7,7,0,0,BuiltIn,2006.0,2,3.0,859.0,3,3,2,0,40,0,0,0,0,0,0,None,0,3,2007,WD ,0,221300.0
1742,20,RL,63.0,8487,0,None,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,3,6,20.0,1,0.0,1480.0,1500.0,GasA,5,1,4,1500,0,0,1500,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2004.0,2,2.0,570.0,3,3,2,192,36,0,0,0,0,0,0,None,0,8,2009,WD ,0,190000.0
1743,60,RL,0.0,9930,0,None,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,4,3,PConc,4,3,1,6,456.0,1,0.0,370.0,826.0,GasA,5,1,4,878,884,0,1762,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2002.0,3,2.0,591.0,3,3,2,320,54,0,0,0,0,0,0,None,0,7,2006,WD ,0,222000.0
